Concurso,Data do Sorteio,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Rateio Faixa 1,Rateio Faixa 2,Rateio Faixa 3
1628,20/08/2014,26,29,34,38,50,60,0,36,2795,0,"48159,74","886,14"
1629,23/08/2014,4,20,24,35,47,59,0,92,5701,0,"24320,52","560,67"
1630,27/08/2014,1,7,30,43,44,54,0,81,6412,0,"39324,58","709,67"
1631,30/08/2014,4,29,44,47,48,60,0,140,9659,0,"26864,44","556,25"
1632,3/9/2014,6,18,24,27,56,59,1,244,16339,"46770615,69","19385,55","413,56"
1633,6/9/2014,1,2,11,13,36,49,0,99,7430,0,"18634,31","354,7"
1634,10/9/2014,9,10,23,33,44,51,1,110,6257,"7065301,82","18096,85","454,49"
1635,13/09/2014,8,23,28,30,32,51,0,112,6874,0,"25026,29","582,51"
1636,17/09/2014,19,26,33,35,51,52,0,90,8474,0,"38637,27","586,22"
1637,20/09/2014,1,5,24,47,55,56,0,144,11489,0,"28113,34","503,37"
1638,24/09/2014,1,2,38,41,42,58,0,143,9363,0,"34576,39","754,4"
1639,27/09/2014,16,29,34,35,49,51,2,228,13321,"28473749,18","25837,8","631,76"
1640,1/10/2014,2,6,18,23,31,46,2,253,12809,"15134013,55",12364,"348,87"
1641,4/10/2014,23,29,30,33,46,51,0,47,4951,0,"42522,2","576,66"
1642,8/10/2014,3,23,42,43,47,60,0,53,5355,0,"41286,03","583,74"
1643,11/10/2014,16,19,20,28,37,60,0,60,5152,0,"45113,02","750,54"
1644,15/10/2014,10,13,16,22,34,60,0,92,8884,0,"30918,2","457,39"
1645,18/10/2014,8,18,21,31,37,38,0,137,8400,0,"29198,03","680,29"
1646,22/10/2014,19,23,34,40,41,58,0,126,10700,0,"39714,43","668,09"
1647,25/10/2014,12,17,23,38,53,54,1,259,20655,"61050152,43","24371,32","436,57"
1648,29/10/2014,15,16,18,20,22,48,0,98,5545,0,"17711,66","447,18"
1649,1/11/2014,24,33,38,42,44,54,0,99,7522,0,"23864,71","448,7"
1650,5/11/2014,17,23,29,38,57,60,0,133,10962,0,"28160,94","488,1"
1651,8/11/2014,8,27,35,38,41,44,0,145,12024,0,"31866,3","548,97"
1652,12/11/2014,7,24,26,28,44,57,0,391,22215,0,"14612,95","367,42"
1653,14/11/2014,1,21,22,27,32,45,0,134,12071,0,"39421,72","625,17"
1654,19/11/2014,7,16,33,42,50,58,0,249,19592,0,"34739,5","630,73"
1655,22/11/2014,7,24,28,46,53,56,2,704,39616,"67657559,48","16384,73","415,95"
1656,26/11/2014,4,6,11,43,54,56,0,55,5037,0,"34902,47","544,43"
1657,29/11/2014,7,10,14,37,45,54,1,170,9969,"8336476,39","15328,71","373,42"
1658,3/12/2014,7,11,19,23,40,49,1,110,7011,"3748248,31","18497,85","414,6"
1659,6/12/2014,4,10,20,33,37,49,0,95,6810,0,"22938,69","457,13"
1660,10/12/2014,8,17,34,38,42,51,1,218,11526,"33639041,43","15312,71","413,74"
1661,13/12/2014,13,16,27,43,48,58,0,70,6712,0,"30074,43","448,06"
1662,17/12/2014,10,14,25,29,33,57,2,160,8641,"4077429,91","14510,72","383,83"
1663,20/12/2014,18,20,27,40,49,55,0,28,3524,0,"73129,68","830,07"
1664,24/12/2014,8,21,23,29,36,48,1,131,8211,"7993708,78","17494,74","398,73"
1665,31/12/2014,1,5,11,16,20,56,4,2581,168546,"65823888,16","19764,32","432,36"
1666,3/1/2015,1,2,23,27,45,51,0,82,5042,0,"15191,8","352,95"
1667,7/1/2015,7,12,24,44,51,56,1,143,7934,"5862774,49","13544,91","348,75"
1668,10/1/2015,5,40,47,52,55,57,0,42,3171,0,"44770,97","847,13"
1669,14/01/2015,28,29,31,45,48,49,0,54,3941,0,"39170,42","766,73"
1670,17/01/2015,1,17,19,30,33,47,0,132,10142,0,"22296,52","414,56"
1671,21/01/2015,21,27,31,45,55,56,0,71,5343,0,"43701,29","829,6"
1672,24/01/2015,1,3,5,10,20,42,1,566,28440,"33471002,88","6389,44","181,65"
1673,28/01/2015,5,10,23,24,35,47,0,97,7613,0,"17944,76","326,62"
1674,31/01/2015,22,30,42,50,58,59,0,49,2994,0,"47493,31","1110,39"
1675,4/2/2015,3,18,34,35,36,56,1,139,10903,"29353109,38","23283,01","424,04"
1676,7/2/2015,1,2,11,37,48,51,0,46,4406,0,"40843,61","609,17"
1677,11/2/2015,10,15,28,33,51,52,2,154,7597,"3678088,24","13730,83","397,62"
1678,14/02/2015,9,11,17,19,35,52,0,111,6955,0,"16634,25","379,25"
1679,18/02/2015,1,2,27,28,46,47,1,35,3289,"5548048,14","33297,02","506,18"
1680,21/02/2015,23,37,38,46,47,51,1,298,5821,"16547485,01","8541,66","624,68"
1681,25/02/2015,1,6,8,11,33,50,1,90,6663,"3031830,86","18287,23","352,87"
1682,28/02/2015,7,13,35,37,39,51,0,201,8761,0,"8894,93","291,53"
1683,4/3/2015,4,12,32,33,34,48,1,80,6925,"7199799,02","26507,29","437,45"
1684,7/3/2015,9,12,18,31,39,50,0,49,4143,0,"38803,85","655,62"
1685,11/3/2015,3,18,31,39,46,51,0,134,7584,0,"21565,46","544,33"
1686,14/03/2015,9,14,37,44,46,55,3,117,8999,"8927028,65","29578,87","549,38"
1687,18/03/2015,15,24,37,46,49,58,1,75,4522,"3174732,56","22979,02","544,45"
1688,21/03/2015,18,23,30,32,42,56,0,47,4355,0,"39205,52","604,44"
1689,25/03/2015,2,5,13,27,41,53,2,185,9634,"3610233,13","11227,15","307,98"
1690,28/03/2015,21,24,26,35,45,53,0,63,5708,0,"42636,38","672,26"
1691,1/4/2015,1,10,24,39,45,58,0,145,9387,0,"21660,17","477,97"
1692,4/4/2015,11,13,14,27,44,56,0,180,12447,0,"17116,48","353,6"
1693,8/4/2015,5,15,18,19,21,38,0,178,13997,0,"22383,35","406,64"
1694,11/4/2015,20,29,34,37,45,57,1,348,10854,"46904093,93","14457,94","662,21"
1695,15/04/2015,24,36,38,43,44,58,0,128,8910,0,"22201,93","455,64"
1696,18/04/2015,1,12,17,31,37,46,1,135,9824,"32909935,88","27832,74","546,39"
1697,22/04/2015,8,23,30,51,53,58,0,62,3593,0,"23627,94","582,45"
1698,25/04/2015,11,13,24,28,44,45,0,132,8869,0,"16764,14","356,43"
1699,29/04/2015,1,6,10,30,33,38,0,189,9424,0,"12999,07","372,42"
1700,2/5/2015,15,18,41,48,50,58,1,65,5380,"31494038,01","45507,4","785,44"
1701,5/5/2015,3,9,18,32,40,56,1,59,3328,"2018423,55","18571,45","470,34"
1702,7/5/2015,17,19,33,35,39,52,1,139,5963,"2757367,25","10768,76","358,6"
1703,9/5/2015,3,23,26,35,39,49,0,75,4451,0,"23062,69","555,15"
1704,13/05/2015,1,7,11,32,51,59,0,74,6399,0,"28153,7","465,11"
1705,16/05/2015,25,27,29,37,50,51,0,60,6095,0,"52107,79","732,79"
1706,20/05/2015,12,31,34,36,48,56,1,136,10756,"29938493,6","25199,07","455,17"
1707,23/05/2015,7,16,20,27,36,52,0,65,4048,0,"26797,28","614,7"
1708,27/05/2015,17,29,32,38,45,50,0,72,4174,0,"30205,91","744,34"
1709,30/05/2015,7,19,30,35,42,47,0,102,6499,0,"26620,03","596,84"
1710,3/6/2015,7,21,28,56,58,59,0,90,6845,0,"39936,87","750,14"
1711,6/6/2015,22,26,38,39,45,50,0,85,6112,0,"44885,37","891,74"
1712,10/6/2015,2,12,19,29,50,59,0,169,9443,0,"31683,66","810,05"
1713,13/06/2015,3,10,16,23,27,29,2,388,21476,"31598692,07",17070,"440,56"
1714,17/06/2015,2,8,24,36,51,52,0,106,5421,0,"17471,23","488,03"
1715,20/06/2015,16,20,35,40,53,60,0,58,4649,0,"54443,91","970,33"
1716,24/06/2015,2,25,36,41,42,53,1,62,5896,"40781877,95","60946,26","915,55"
1717,27/06/2015,2,9,16,37,44,58,0,122,4934,0,"14665,09","518,02"
1718,1/7/2015,4,30,31,32,47,53,0,49,3197,0,"41257,55","903,35"
1719,4/7/2015,1,22,31,34,44,54,0,45,3009,0,"57989,5","1238,91"
1720,7/7/2015,18,23,31,39,49,57,0,47,3410,0,"44551,33","877,21"
1721,9/7/2015,4,12,19,33,36,38,1,188,9668,"36404331,56","15172,92","421,49"
1722,11/7/2015,9,23,39,41,49,58,0,33,2640,0,"52798,49","942,83"
1723,15/07/2015,14,27,30,46,52,60,0,54,3169,0,"38128,57","928,16"
1724,18/07/2015,27,33,37,39,58,60,0,53,4281,0,"48154,01","851,65"
1725,22/07/2015,16,18,26,30,31,34,0,51,5054,0,"66070,32","952,45"
1726,25/07/2015,3,10,42,49,54,57,0,111,7581,0,"34383,16","719,19"
1727,29/07/2015,4,6,19,20,40,41,1,122,8814,"46391009,23","37224,08","736,05"
1728,1/8/2015,3,8,28,39,42,59,0,45,3617,0,"42525,31","755,81"
1729,4/8/2015,7,14,23,43,44,53,0,39,2553,0,"33293,47","726,56"
1730,6/8/2015,1,10,17,24,42,51,2,195,10089,"13940874,15","12990,53","358,68"
1731,8/8/2015,5,18,27,43,49,59,0,68,4160,0,"25764,2","601,63"
1732,12/8/2015,25,34,38,45,53,60,1,73,3177,"7041557,17","28364,3","931,06"
1733,15/08/2015,3,5,9,14,41,46,1,63,4818,"3330428,53","28697,57","536,06"
1734,19/08/2015,12,17,25,29,41,52,0,64,3315,0,"25676,61","708,16"
1735,22/08/2015,6,16,33,34,45,46,0,86,4779,0,"30816,66","792,22"
1736,26/08/2015,12,13,24,29,32,41,0,105,6581,0,"28735,58","654,96"
1737,29/08/2015,5,8,42,50,51,59,0,73,5770,0,"49031,9","886,19"
1738,2/9/2015,12,28,37,46,48,53,1,96,6889,"38615395,78","40710,07","810,43"
1739,5/9/2015,9,10,17,32,34,46,0,51,4020,0,"35501,76","643,42"
1740,9/9/2015,10,15,25,38,47,53,0,62,4599,0,"36321,35","699,5"
1741,12/9/2015,15,18,20,32,48,49,1,82,6448,"31114779,74","41724,99","758,03"
1742,16/09/2015,11,19,21,23,27,52,0,83,4483,0,"20114,88","532,02"
1743,19/09/2015,4,10,29,31,34,35,0,40,3955,0,"52243,33","754,82"
1744,23/09/2015,9,12,14,29,42,56,0,96,5272,0,"23463,68","610,37"
1745,26/09/2015,9,13,18,47,52,60,0,128,6976,0,"24987,82","654,98"
1746,30/09/2015,6,18,37,40,41,58,0,106,5849,0,"36347,41","941,02"
1747,3/10/2015,6,33,34,48,53,59,2,93,8700,"23221167,26","51651,09","788,76"
1748,7/10/2015,2,10,13,41,49,53,0,76,3731,0,"22602,38","657,72"
1749,10/10/2015,3,13,14,29,33,43,0,78,7101,0,"28649,13","449,56"
1750,13/10/2015,15,17,20,31,41,48,0,23,1865,0,"51788,31","912,39"
1751,15/10/2015,15,22,23,42,51,57,0,47,4580,0,"56298,89","825,34"
1752,17/10/2015,9,36,37,53,55,60,0,70,5668,0,"49588,74","874,88"
1753,21/10/2015,8,15,29,35,45,54,1,149,8929,"47335685,52","30199,58","719,92"
1754,24/10/2015,20,27,30,31,40,53,0,22,1958,0,"79256,27","1272,17"
1755,28/10/2015,2,5,8,18,30,48,0,123,8784,0,"23130,69","462,7"
1756,31/10/2015,6,13,14,28,35,45,0,134,10310,0,"26039,14","483,47"
1757,4/11/2015,13,25,28,37,43,56,0,311,11196,0,"11158,23","442,78"
1758,7/11/2015,6,11,16,23,36,42,0,230,13800,0,"21071,57","501,7"
1759,10/11/2015,2,14,21,22,51,60,0,70,5957,0,"50966,89","855,57"
1760,13/11/2015,10,24,25,36,47,48,0,206,14689,0,"34046,2","682,09"
1761,14/11/2015,9,10,36,50,53,55,0,176,17821,0,"55056,18","776,76"
1762,18/11/2015,26,32,42,45,55,59,0,219,18595,0,"63520,19","1068,71"
1763,21/11/2015,9,12,15,21,31,36,0,689,43184,0,"25269,18","575,95"
1764,25/11/2015,6,7,29,39,41,55,1,401,33850,"205329753,89","58622,54","992,09"
1765,28/11/2015,1,6,28,37,56,58,0,185,9138,0,"28048,25","811,2"
1766,2/12/2015,22,23,41,46,53,60,0,70,7088,0,"75974,54","1071,87"
1767,5/12/2015,16,26,35,39,44,45,0,84,7608,0,"65866,39","1038,9"
1768,9/12/2015,5,7,11,34,35,50,0,156,12402,0,"35476,07","637,48"
1769,12/12/2015,32,37,44,47,54,60,0,105,7782,0,"54460,29","1049,73"
1770,16/12/2015,11,26,27,30,34,41,0,110,8861,0,"55796,09","989,49"
1771,19/12/2015,2,20,27,28,32,38,0,123,10330,0,"51896,21","882,75"
1772,22/12/2015,12,19,27,39,41,45,2,244,13112,"98688974,76","21377,77","568,3"
1773,24/12/2015,15,30,39,41,45,59,0,36,2312,0,"55113,48","1225,95"
1774,26/12/2015,1,12,20,30,52,60,0,37,2707,0,"35035,75","684,11"
1775,31/12/2015,2,18,31,42,51,56,6,827,62767,"41088919,05","43913,49","826,55"
1776,2/1/2016,10,11,14,19,39,48,0,17,1051,0,"27190,7","628,3"
1777,6/1/2016,4,19,38,44,52,55,0,62,3484,0,"28129,17","715,1"
1778,9/1/2016,4,10,38,40,45,48,0,37,3457,0,"56503,91","863,93"
1779,12/1/2016,12,25,30,39,56,57,0,30,2162,0,"44777,18","887,61"
1780,14/01/2016,6,20,22,31,33,34,0,30,3095,0,"70266,06","972,98"
1781,16/01/2016,1,8,22,49,52,53,2,54,3941,"12626122,54","44720,27","875,37"
1782,20/01/2016,6,18,34,47,52,57,0,110,3430,0,"13771,92","630,94"
1783,23/01/2016,4,6,16,18,21,38,0,67,4886,0,"29033,9","568,75"
1784,27/01/2016,4,15,26,30,54,55,0,32,2896,0,"60305,07","951,93"
1785,30/01/2016,5,11,27,41,42,54,0,91,6410,0,"29194,9","592,09"
1786,2/2/2016,2,6,8,21,25,34,0,76,5065,0,"22419,77","480,58"
1787,4/2/2016,1,5,13,25,26,29,2,167,8897,"17008680,52","14880,66","399,02"
1788,6/2/2016,3,13,42,45,56,59,0,41,3508,0,"35064,86","585,46"
1789,10/2/2016,6,25,43,57,58,59,0,16,1574,0,"55476,51","805,61"
1790,13/02/2016,11,13,26,27,28,50,0,72,5672,0,"34557,38","626,67"
1791,17/02/2016,12,18,46,50,53,55,0,36,3703,0,"71567,53","993,95"
1792,20/02/2016,2,16,17,18,41,47,0,85,6593,0,"34568,92","636,68"
1793,24/02/2016,13,14,22,54,56,58,1,80,5158,"35196529,96","37673,26","834,72"
1794,27/02/2016,1,5,34,37,40,60,1,64,3568,"2942618,04","24959,71","639,58"
1795,2/3/2016,30,42,47,50,55,58,0,48,2549,0,"45797,11",1232
1796,5/3/2016,22,23,34,48,53,54,1,48,4783,"23818040,93","58387,61","837,07"
1797,8/3/2016,2,13,14,35,54,57,0,32,2516,0,"27759,94","504,38"
1798,10/3/2016,2,9,23,28,45,53,0,88,4315,0,"15418,93","449,21"
1799,12/3/2016,1,3,4,39,51,53,0,39,3102,0,"43908,54","788,63"
1800,16/03/2016,6,11,16,19,31,56,1,96,5710,"22054205,88","24829,38","596,35"
1801,19/03/2016,6,19,34,43,45,54,0,82,3265,0,"19244,71","690,46"
1802,23/03/2016,2,6,13,14,17,44,0,99,6229,0,"17256,89","391,81"
1803,26/03/2016,4,8,29,38,49,50,0,35,2641,0,"46830,05","886,59"
1804,30/03/2016,20,21,28,48,50,59,0,23,2088,0,"86611,4","1362,93"
1805,2/4/2016,17,22,27,31,49,57,0,53,4693,0,"52834,14","852,39"
1806,6/4/2016,11,20,35,42,55,58,0,86,5047,0,"37310,94","908,24"
1807,9/4/2016,1,15,16,22,25,43,0,94,7609,0,"41428,63","731,14"
1808,13/04/2016,2,14,20,25,41,45,0,141,9208,0,"31327,32","685,29"
1809,16/04/2016,9,12,23,24,46,54,0,188,13704,0,"26361,78","516,63"
1810,20/04/2016,1,10,25,43,50,56,1,266,14324,"92303225,84","22369,76","593,44"
1811,23/04/2016,5,17,32,35,37,57,0,82,4309,0,"17291,66","470,08"
1812,27/04/2016,20,23,32,34,37,45,0,43,2976,0,"39907,56","823,74"
1813,30/04/2016,9,11,13,15,19,51,0,209,9346,0,"10804,08","345,15"
1814,3/5/2016,9,11,27,46,51,53,0,51,3473,0,"30125,16","631,97"
1815,5/5/2016,8,11,25,39,41,60,3,84,4553,"10829320,16","31104,09","819,78"
1816,7/5/2016,5,10,12,22,28,46,0,112,6085,0,"14062,28","369,75"
1817,11/5/2016,1,4,26,39,47,55,0,49,3620,0,"37500,89","725,15"
1818,14/05/2016,2,6,10,15,53,56,0,98,6394,0,"23523,73","515,06"
1819,18/05/2016,17,18,26,30,33,37,0,30,4092,0,"80841,77","846,68"
1820,21/05/2016,3,19,23,27,40,45,0,182,9333,0,"17522,94","488,15"
1821,25/05/2016,19,22,31,36,52,53,2,84,6145,"19896531,79","41772,19","815,73"
1822,28/05/2016,1,22,26,43,50,53,0,23,1885,0,"61876,99","1078,56"
1823,1/6/2016,4,9,21,34,54,59,0,70,4110,0,"25579,78","622,37"
1824,4/6/2016,5,6,12,19,30,60,0,157,8192,0,"14170,67","387,97"
1825,7/6/2016,10,11,21,50,51,54,1,41,3176,"27333858,49","43198,01","796,65"
1826,9/6/2016,17,19,32,43,48,51,0,42,2476,0,"32630,91","790,73"
1827,11/6/2016,26,33,42,43,53,54,0,44,2487,0,"34950,81","883,35"
1828,15/06/2016,6,11,32,40,48,59,0,36,2502,0,"52197,16","1072,91"
1829,18/06/2016,7,13,24,30,32,53,0,103,6254,0,"21224,08","499,35"
1830,22/06/2016,3,7,29,37,54,60,1,100,6640,"27488182,36","24520,21","527,54"
1831,25/06/2016,15,27,28,32,48,55,1,71,3168,"2615804,34","20000,12","640,33"
1832,29/06/2016,14,34,46,47,56,57,0,31,1786,0,"41849,62","1037,7"
1833,2/7/2016,2,3,7,16,27,42,0,105,6930,0,"16702,91","361,53"
1834,6/7/2016,2,17,22,24,48,51,1,100,5132,"9144980,42","19132,74","532,58"
1835,9/7/2016,8,28,36,47,50,58,0,41,3133,0,"49808,69","931,17"
1836,12/7/2016,8,15,18,45,59,60,0,46,2948,0,"34131,37","760,82"
1837,14/07/2016,41,44,48,50,54,57,0,32,2346,0,"66740,59","1300,51"
1838,16/07/2016,5,8,24,30,57,59,1,115,5293,"25207139,21","20709,91","642,8"
1839,20/07/2016,7,22,28,32,56,58,0,30,2933,0,"46444,42","678,64"
1840,23/07/2016,15,17,33,41,47,48,0,59,4879,0,"38676,34","668,14"
1841,27/07/2016,3,6,13,38,49,51,0,81,6170,0,"31142,44","584,05"
1842,30/07/2016,16,18,22,24,34,43,1,100,6722,"27801637,78","29087,4","618,17"
1843,3/8/2016,8,26,28,33,41,54,1,51,3046,"2685394,05","28584,03","683,7"
1844,6/8/2016,3,4,37,39,48,50,0,21,2121,0,"73375,18","1037,83"
1845,9/8/2016,3,9,13,29,30,51,0,75,4312,0,"19728,1","490,19"
1846,11/8/2016,6,24,26,30,34,49,0,49,3189,0,"42962,92","943,05"
1847,13/08/2016,1,6,45,49,50,57,0,44,3678,0,"56494,85","965,49"
1848,17/08/2016,9,40,41,50,55,58,0,46,3330,0,"61215,95","1208,03"
1849,20/08/2016,3,5,11,27,35,44,0,194,11341,0,"16355,46","399,68"
1850,24/08/2016,23,24,32,38,40,41,1,81,5935,"58632725,66","48339,16","942,46"
1851,27/08/2016,8,18,21,22,35,37,0,40,3146,0,"37468,65","680,56"
1852,31/08/2016,13,17,29,45,49,50,0,83,4187,0,"19320,44","547,13"
1853,3/9/2016,1,2,34,39,41,45,1,28,2780,"9543014,95","74219,7","1067,9"
1854,8/9/2016,25,30,31,34,43,59,0,18,1548,0,"70893,89","1177,63"
1855,10/9/2016,6,10,15,24,38,39,0,55,4074,0,"33818,44","652,22"
1856,14/09/2016,2,9,14,22,32,37,0,122,7199,0,"20190,03","488,79"
1857,17/09/2016,13,23,25,35,52,53,0,198,5600,0,"14706,29","742,81"
1858,20/09/2016,22,28,30,33,55,59,0,53,3799,0,"38788,97","773,06"
1859,22/09/2016,1,13,14,21,26,51,0,88,6049,0,"32842,3","682,55"
1860,24/09/2016,10,30,36,40,44,60,1,109,11392,"57628178,83","33491,77","457,79"
1861,28/09/2016,2,4,9,35,45,60,0,41,3181,0,"33009,81","607,8"
1862,1/10/2016,2,8,35,42,49,56,2,99,4549,"2915182,12","18299,52","568,93"
1863,5/10/2016,16,23,45,56,58,59,0,31,2542,0,"45038,97","784,65"
1864,8/10/2016,4,5,14,37,40,60,0,43,3530,0,"44370,39","772,12"
1865,13/10/2016,1,5,31,32,37,42,0,38,3936,0,"65074,31","897,51"
1866,15/10/2016,14,17,36,38,44,60,0,129,6185,0,"20175,94","601,15"
1867,18/10/2016,3,10,17,21,22,43,0,96,6158,0,"21908,52","487,91"
1868,20/10/2016,1,5,23,25,28,31,0,181,7846,0,"14723,32","485,21"
1869,22/10/2016,11,23,24,26,40,52,0,66,4827,0,"49705,43","970,89"
1870,26/10/2016,18,20,30,32,33,40,0,98,7040,0,"48674,1","967,95"
1871,29/10/2016,3,11,17,33,52,58,1,275,15560,"76548193,31","20893,81","527,52"
1872,3/11/2016,11,13,25,39,46,56,0,25,2790,0,"55160,14","706,09"
1873,5/11/2016,5,25,28,41,53,54,0,27,3152,0,"61995,05","758,64"
1874,8/11/2016,10,28,37,43,44,47,0,16,1933,0,"85109,69","1006,39"
1875,10/11/2016,1,45,47,52,53,55,1,45,2828,"29697112,87","51595,3","1172,85"
1876,12/11/2016,7,18,39,41,44,51,0,23,2308,0,"62070,94","883,65"
1877,16/11/2016,13,16,23,24,32,35,0,90,4306,0,15617,"466,3"
1878,19/11/2016,12,16,26,40,56,57,0,36,2981,0,"58126,73","1002,8"
1879,23/11/2016,5,10,20,57,58,59,1,103,4610,"12957556,93","20469,69","653,35"
1880,26/11/2016,5,16,19,37,51,56,0,65,5045,0,"33082,62","608,91"
1881,30/11/2016,3,10,30,44,53,56,1,44,4024,"18918141,78","50878,02","794,74"
1882,3/12/2016,9,10,19,35,37,41,0,25,3054,0,"64051,3","749,03"
1883,7/12/2016,16,27,28,47,59,60,0,30,2896,0,"56930,77","842,5"
1884,10/12/2016,1,4,23,32,38,59,0,47,3839,0,"43216,38","755,84"
1885,14/12/2016,7,14,18,23,32,59,0,88,6170,0,"27665,59","563,68"
1886,17/12/2016,3,7,15,40,45,54,0,72,6962,0,"39561,62","584,48"
1887,20/12/2016,11,23,34,41,46,56,0,54,3496,0,"40268,09","888,55"
1888,22/12/2016,1,10,17,18,45,48,2,113,7195,"20091578,77","25665,88","575,84"
1889,24/12/2016,16,23,25,28,30,44,0,49,3138,0,"28397,25","633,46"
1890,31/12/2016,5,11,22,24,51,53,6,1665,124889,"36824758,22","25481,21","485,3"
1891,4/1/2017,1,3,19,23,47,58,0,46,3488,0,"26153,43","492,73"
1892,7/1/2017,6,17,22,30,37,50,0,31,2623,0,"52421,85","885,07"
1893,11/1/2017,16,17,19,28,45,58,0,44,3162,0,"37826,41","751,94"
1894,14/01/2017,21,31,35,53,54,57,0,37,2761,0,"56148,15","1074,91"
1895,18/01/2017,2,3,5,10,15,34,0,175,10199,0,"13303,72","326,1"
1896,21/01/2017,3,6,14,15,21,25,1,133,7692,"28783383,17","19529,58","482,4"
1897,25/01/2017,9,22,25,47,52,58,0,46,2873,0,"28168,68","644,3"
1898,28/01/2017,12,34,45,53,55,58,0,32,2722,0,"51269,12","861,03"
1899,1/2/2017,20,23,35,36,44,48,0,39,3023,0,"45462,41","837,87"
1900,4/2/2017,8,11,27,28,43,46,0,87,5573,0,"29411,18","655,91"
1901,8/2/2017,11,12,26,30,37,53,0,60,4645,0,"46078,62","850,28"
1902,11/2/2017,2,7,9,18,21,25,3,367,13764,"11813566,31","8583,27","326,94"
1903,15/02/2017,9,10,15,28,43,45,0,41,3205,0,"33533,69","612,82"
1904,18/02/2017,12,15,18,21,51,56,0,82,4003,0,"20742,5",607
1905,21/02/2017,29,35,43,54,56,57,0,22,2351,0,"70438,67","941,63"
1906,23/02/2017,6,27,33,39,40,60,0,54,3833,0,"38424,36","773,32"
1907,25/02/2017,3,25,35,38,44,48,0,55,4353,0,"42855,91","773,54"
1908,1/3/2017,4,10,13,23,27,57,0,95,5839,0,"17555,12","408,02"
1909,4/3/2017,11,40,43,45,47,57,0,27,4423,0,"122896,6","1071,73"
1910,8/3/2017,6,9,15,22,39,48,1,219,10816,"59741202,88","19333,81","559,23"
1911,11/3/2017,16,18,23,30,32,33,0,42,2817,0,"36634,43","780,28"
1912,15/03/2017,10,13,33,35,36,42,1,43,4556,"5848882,96","38057,25","513,12"
1913,18/03/2017,4,14,17,43,52,56,0,43,2960,0,"35274,91","732,05"
1914,22/03/2017,16,29,33,39,42,44,1,27,2403,"5805678,69","60549,38","971,9"
1915,25/03/2017,2,20,21,33,48,57,0,39,3429,0,"53170,03","863,9"
1916,29/03/2017,3,9,18,23,50,52,0,100,5478,0,"23094,5","602,26"
1917,1/4/2017,4,21,25,33,36,46,0,70,5412,0,"38222,98","706,26"
1918,5/4/2017,16,17,20,22,38,50,0,67,5269,0,"44701,88","812,03"
1919,8/4/2017,11,28,37,45,54,60,0,67,5858,0,"50218,8","820,52"
1920,12/4/2017,25,31,33,39,43,45,0,90,6586,0,"45091,85","880,27"
1921,15/04/2017,10,15,16,19,28,35,0,127,9277,0,"30856,7","603,45"
1922,19/04/2017,20,22,36,38,41,43,0,124,8817,0,"43174,39","867,41"
1923,22/04/2017,9,34,42,45,46,59,0,110,9351,0,"50376,11","846,56"
1924,26/04/2017,12,16,30,52,53,58,1,188,11382,"101484527,44","41109,03","970,01"
1925,29/04/2017,1,17,38,43,45,47,0,50,5258,0,"53604,54","728,2"
1926,3/5/2017,2,3,14,20,30,46,1,95,6741,"41318205,91","31887,41","641,97"
1927,6/5/2017,5,11,13,19,30,31,1,140,7385,"3343108,9","12963,07","351,06"
1928,9/5/2017,10,26,28,51,53,59,0,28,1630,0,"31886,89","782,5"
1929,11/5/2017,3,10,23,36,43,52,0,45,3225,0,"29973,67","597,48"
1930,13/05/2017,4,17,18,37,52,56,0,50,4712,0,"41471,66","628,66"
1931,17/05/2017,2,8,9,15,22,34,0,131,8918,0,"19252,27",404
1932,20/05/2017,10,16,21,29,44,55,0,72,5449,0,"38379,16","724,45"
1933,24/05/2017,2,14,15,19,35,59,0,86,6417,0,"32514,14","622,5"
1934,27/05/2017,8,23,35,39,56,59,0,105,6699,0,"30987,58","693,85"
1935,31/05/2017,1,3,10,17,23,24,3,497,18964,"20928347,7","7778,22","291,21"
1936,3/6/2017,3,12,24,40,51,52,0,43,2686,0,"38440,62","879,13"
1937,7/6/2017,6,10,24,29,43,55,1,71,4055,"6310224,41","24966,25","624,48"
1938,10/6/2017,10,16,32,40,42,54,0,24,2220,0,"65892,57","1017,64"
1939,14/06/2017,7,24,29,39,45,52,0,59,3620,0,"28676,64","667,68"
1940,17/06/2017,9,13,16,17,36,47,0,95,6468,0,"22002,44","461,66"
1941,21/06/2017,1,9,24,38,48,49,1,63,4313,"26572503,56","38426,22","801,84"
1942,24/06/2017,6,18,20,24,43,48,0,56,4126,0,"24941,71","483,6"
1943,28/06/2017,9,11,12,30,39,43,0,23,2870,0,"66077,13","756,48"
1944,1/7/2017,8,9,39,47,57,59,0,41,2879,0,"46673,04","949,53"
1945,4/7/2017,4,8,10,21,45,54,0,50,4258,0,"30735,95","515,59"
1946,6/7/2017,4,6,39,44,52,60,0,40,3729,0,"56855,82","871,25"
1947,8/7/2017,8,33,40,52,55,59,0,63,4250,0,"41438,63","877,52"
1948,12/7/2017,12,20,24,28,33,57,0,100,7199,0,"31746,05","629,96"
1949,15/07/2017,1,6,14,22,30,56,0,130,8455,0,"29304,32","643,67"
