Concurso,Data do Sorteio,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Ganhadores Faixa 1,Ganhadores Faixa 2,Ganhadores Faixa 3,Rateio Faixa 1,Rateio Faixa 2,Rateio Faixa 3
985,9/7/2008,4,16,18,46,56,59,0,55,4846,0,"26215,6","297,54"
986,12/7/2008,6,15,19,24,31,32,0,120,7953,0,"15043,78","226,99"
987,16/07/2008,13,27,31,34,47,58,0,193,10923,0,"10707,6","189,19"
988,19/07/2008,8,17,46,48,56,60,0,73,6874,0,"31767,36","337,36"
989,23/07/2008,2,21,27,29,32,38,0,130,10296,0,"23437,38","295,93"
990,26/07/2008,2,10,15,18,29,39,2,290,20863,"26586140,51","18062,91","251,08"
991,30/07/2008,8,9,15,38,41,60,0,36,3028,0,"26823,95","318,91"
992,2/8/2008,1,4,6,8,25,28,0,330,13216,0,"3731,21","93,17"
993,6/8/2008,5,24,25,26,42,60,0,68,5121,0,"18539,43","246,18"
994,9/8/2008,3,20,29,40,44,58,0,47,3838,0,"31786,28","389,25"
995,13/08/2008,4,16,31,36,54,55,0,76,6790,0,"24991,48","279,73"
996,16/08/2008,7,15,20,21,23,29,2,165,11901,"14458257,67","13209,87","183,15"
997,20/08/2008,9,17,18,32,53,55,0,40,3203,0,"22382,42","279,52"
998,23/08/2008,3,4,21,22,28,32,0,40,4526,0,"27708,98","244,89"
999,27/08/2008,18,24,36,44,55,58,0,103,6681,0,"11227,56","173,09"
1000,30/08/2008,29,38,39,49,53,58,0,41,3771,0,"42451,22","461,55"
1001,3/9/2008,12,15,27,37,51,60,0,87,7074,0,"22084,42","271,6"
1002,6/9/2008,3,7,25,31,40,58,1,174,10015,"24880988,57","12267,86","213,14"
1003,10/9/2008,5,10,16,23,26,27,1,86,5694,"1609524,9","10159,79","153,45"
1004,13/09/2008,29,40,43,44,45,47,0,34,2419,0,"27732,08","389,79"
1005,17/09/2008,4,6,12,37,41,42,1,67,5871,"12989451,54","19748,63","225,37"
1006,20/09/2008,2,4,17,33,48,55,1,136,5935,"1675260,09","6686,96","153,23"
1007,24/09/2008,4,27,36,37,49,52,0,46,2884,0,"17494,4","279,04"
1008,27/09/2008,7,13,15,34,42,48,0,159,8123,0,"6334,47",124
1009,1/10/2008,1,6,12,29,34,58,2,111,5083,"2591825,61","9027,57","197,14"
1010,4/10/2008,2,3,13,37,46,54,0,61,4679,0,"18487,52","241,02"
1011,8/10/2008,2,11,21,30,35,52,0,113,3889,0,"10999,46","319,6"
1012,11/10/2008,14,19,40,47,55,58,0,43,3755,0,"34250,51","392,21"
1013,15/10/2008,7,9,12,19,20,41,1,178,10125,"15668367,92","8371,4","147,17"
1014,18/10/2008,8,9,25,41,57,60,0,65,3861,0,"13760,77","231,66"
1015,22/10/2008,3,8,17,26,28,49,0,110,8105,0,"11111,5","150,81"
1016,25/10/2008,5,9,11,20,25,60,1,174,9476,"13814409,97","8435,56","154,89"
1017,29/10/2008,6,19,31,34,51,56,0,36,2885,0,"21980,86","274,29"
1018,1/11/2008,9,24,44,51,55,58,0,35,4170,0,"29464,79","247,31"
1019,5/11/2008,4,13,23,29,46,47,0,77,6124,0,"14084,12","177,09"
1020,8/11/2008,1,2,19,32,39,52,0,56,4646,0,"27920,81","336,54"
1021,12/11/2008,2,33,42,43,51,55,1,46,4247,"17819642,97","36624,26","396,69"
1022,16/11/2008,5,21,31,39,40,56,0,21,1505,0,"31512,19","439,7"
1023,19/11/2008,2,7,8,18,40,45,0,65,4937,0,"14980,07","197,23"
1024,22/11/2008,18,22,28,29,39,53,0,23,2722,0,"48677,51","411,31"
1025,26/11/2008,10,27,28,29,40,52,0,34,3705,0,"44097,09","404,67"
1026,29/11/2008,6,10,17,33,51,53,0,92,7192,0,"19600,34","250,73"
1027,3/12/2008,18,20,33,44,47,60,0,112,6992,0,"19031,09","304,85"
1028,6/12/2008,20,26,34,51,52,54,0,66,5453,0,"39415,99","477,07"
1029,10/12/2008,5,16,17,20,24,32,1,262,17979,"32271347,11","11277,48","164,34"
1030,13/12/2008,1,8,23,37,54,57,0,123,7495,0,"12938,02","212,33"
1031,17/12/2008,24,33,40,43,46,49,1,59,5508,"19067463,74","31380,11","336,14"
1032,20/12/2008,15,16,26,29,43,57,0,49,3682,0,"22063,82","293,63"
1033,24/12/2008,5,6,17,33,39,54,0,83,6445,0,"13662,29","175,95"
1034,27/12/2008,1,3,18,20,42,49,0,61,4635,0,"19548,37","257,27"
1035,31/12/2008,1,11,26,51,59,60,0,289,19044,0,"14028,04","212,88"
1036,3/1/2009,10,27,36,39,41,52,1,177,11703,"44550370,27","23079,89","349,07"
1037,7/1/2009,4,36,44,46,53,56,0,27,3108,0,"41327,23","359,02"
1038,10/1/2009,6,7,28,35,43,51,0,80,5438,0,"16894,25","248,54"
1039,14/01/2009,2,20,24,27,36,52,0,96,6631,0,"15555,92","225,21"
1040,17/01/2009,1,6,28,39,44,55,0,66,6431,0,"31738,53","325,73"
1041,21/01/2009,10,12,36,44,54,57,1,82,8071,"29372147,91","27849,85","282,95"
1042,24/01/2009,13,18,25,30,46,51,0,79,4761,0,"13627,16","226,12"
1043,28/01/2009,14,21,25,48,51,60,0,35,3197,0,"33115,91","362,55"
1044,31/01/2009,10,11,13,35,39,58,0,79,6346,0,"17589,08","218,96"
1045,4/2/2009,1,5,6,17,31,50,0,102,8623,0,"17541,75","207,5"
1046,7/2/2009,28,40,42,54,55,57,1,49,4875,"23031543,81","41992,34","422,08"
1047,11/2/2009,1,2,8,10,14,48,0,148,8110,0,"6309,4","115,14"
1048,14/02/2009,3,16,21,28,38,57,1,70,4990,"3901088,76","16913,47","237,26"
1049,18/02/2009,2,5,17,29,34,52,1,143,6295,"1636050,81","6210,78","141,09"
1050,21/02/2009,14,24,26,33,45,60,0,66,4590,0,"18549,47","266,73"
1051,25/02/2009,7,10,11,13,43,57,0,66,5281,0,"11893,94","148,65"
1052,28/02/2009,8,11,15,16,52,57,1,77,5743,"14557865,34","20599,07","276,18"
1053,4/3/2009,15,27,34,42,49,53,1,112,4385,"1629650,34","7898,82","201,75"
1054,7/3/2009,13,14,18,27,41,60,0,37,3567,0,"26092,87","270,66"
1055,11/3/2009,12,15,16,20,27,32,2,86,6311,"5273833,35","15552,99","211,94"
1056,14/03/2009,6,8,38,50,53,59,1,23,2350,"1872397,32","44193,23","432,53"
1057,18/03/2009,2,3,4,15,49,59,0,46,3923,0,"18772,07","220,12"
1058,21/03/2009,18,20,24,45,51,57,1,50,3853,"3671709,67","22593,98","293,2"
1059,25/03/2009,1,12,14,16,37,45,1,63,4089,"1600783,97","13793,6","212,52"
1060,28/03/2009,1,3,16,18,41,42,1,60,5220,"8287163,48","20333,07","233,71"
1061,1/4/2009,9,21,23,30,41,56,0,29,2579,0,"29790,04","334,98"
1062,4/4/2009,2,8,23,33,37,55,0,114,6442,0,"9967,04","176,38"
1063,8/4/2009,1,22,44,47,49,50,0,68,4202,0,"17776,43","287,67"
1064,11/4/2009,4,16,19,28,29,49,0,74,5517,0,"15699,66","210,58"
1065,15/04/2009,7,19,30,39,43,57,0,72,6501,0,"23596,92","261,34"
1066,18/04/2009,6,10,25,32,43,49,0,115,8153,0,"18205,45","256,79"
1067,22/04/2009,4,10,14,25,28,56,0,172,10795,0,"11762,29","267,73"
1068,25/04/2009,25,27,44,47,48,57,0,146,10795,0,"19264,05","372,2"
1069,29/04/2009,9,17,28,45,49,53,1,275,16287,"36400425,15","11807,55","284,8"
1070,2/5/2009,5,8,16,23,41,53,2,302,8729,"8120833,45","4478,33","221,34"
1071,6/5/2009,5,7,37,43,53,54,0,56,3846,0,"17508,53","364,19"
1072,9/5/2009,9,18,19,43,47,54,0,47,4915,0,"27186,35","371,38"
1073,13/05/2009,8,25,32,34,36,44,0,66,5305,0,"20356,35","361,79"
1074,16/05/2009,3,10,23,29,47,50,0,111,7099,0,"13830,94","308,94"
1075,20/05/2009,10,12,16,21,39,53,0,119,7179,0,"15845,68","375,22"
1076,23/05/2009,4,10,19,32,33,42,0,102,8656,0,"21442,45","360,96"
1077,27/05/2009,5,6,9,11,18,37,2,300,19219,"14486088,42","8129,73","181,28"
1078,30/05/2009,3,6,34,41,43,45,0,47,3645,0,"22507,73","414,6"
1079,3/6/2009,5,12,24,28,36,37,1,150,8339,"4033499,58","7545,01","193,88"
1080,6/6/2009,11,18,20,34,41,56,0,59,4152,0,"24305,19","493,39"
1081,10/6/2009,9,16,24,29,52,56,0,109,7213,0,"16360,33","353,18"
1082,13/06/2009,4,17,38,40,50,55,0,63,5460,0,"28937,66","476,99"
1083,17/06/2009,10,20,23,28,42,43,0,70,6647,0,"31956,08","480,75"
1084,20/06/2009,5,20,29,33,40,59,0,108,7731,0,"23240,93","463,81"
1085,24/06/2009,12,21,39,40,50,55,0,81,7674,0,"44000,86","663,47"
1086,27/06/2009,2,4,6,10,23,45,4,954,52159,"13904065,2","5470,55","142,93"
1087,1/7/2009,3,20,28,32,36,46,0,58,4426,0,"20380,65","381,53"
1088,4/7/2009,6,24,31,35,42,57,0,78,5886,0,"19245,3","364,33"
1089,8/7/2009,2,18,20,32,37,48,0,93,6101,0,"17263,31","375,93"
1090,11/7/2009,9,20,24,36,40,42,0,175,10325,0,"12820,74","310,42"
1091,15/07/2009,17,23,24,27,49,56,0,146,12471,0,"18821,58","314,78"
1092,18/07/2009,1,9,30,33,34,40,0,130,11224,0,"25322,41","418,98"
1093,22/07/2009,19,23,27,38,41,49,0,299,18464,0,"13845,47","320,29"
1094,25/07/2009,9,10,21,36,41,48,1,211,18534,"55863193,02","25579,45","416,01"
1095,29/07/2009,10,16,21,23,27,36,0,168,10462,0,"12339,22","283,06"
1096,1/8/2009,3,13,14,16,41,52,0,102,9766,0,"26537,4","395,95"
1097,5/8/2009,1,17,21,33,48,56,1,242,13115,"34907671,59","12266,88","323,35"
1098,8/8/2009,11,20,21,30,50,52,1,49,3434,"2656519,77","29430,83","599,92"
1099,12/8/2009,14,31,35,38,44,55,0,42,3392,0,"30298,5","535,94"
1100,15/08/2009,7,17,18,33,41,42,0,119,10353,0,"16950,03","278,32"
1101,19/08/2009,6,7,10,12,24,57,1,284,17901,"22310116,55","7904,4","179,14"
1102,22/08/2009,9,11,23,35,46,51,0,83,5695,0,"15534,5","323,43"
1103,26/08/2009,10,19,28,41,55,56,0,47,5696,0,29544,"348,25"
1104,29/08/2009,2,3,6,35,49,58,0,95,6982,0,"17867,29","347,29"
1105,2/9/2009,1,15,28,43,50,57,1,135,7144,"21878202,24","15350,38","414,39"
1106,5/9/2009,4,15,43,47,50,60,0,37,3139,0,"31924,48","537,57"
1107,9/9/2009,3,9,20,36,53,54,0,85,6294,0,"14819,61","285,91"
1108,12/9/2009,7,9,39,43,44,60,0,71,5791,0,"24403,73","427,42"
1109,16/09/2009,6,8,11,14,29,52,0,141,8371,0,"12814,67","308,35"
1110,19/09/2009,6,14,26,28,42,45,2,217,11277,"12343077,59","10870,72","298,83"
1111,23/09/2009,4,9,25,32,33,43,1,52,5266,"2100928,15","21932,77","309,39"
1112,26/09/2009,4,32,34,43,52,58,0,43,3283,0,"28083,09","525,46"
1113,30/09/2009,3,6,29,36,47,59,2,82,5947,"2321158,61","16006,62","315,29"
1114,3/10/2009,3,15,16,22,25,54,1,65,5054,"2310563,74","19297,02","354,54"
1115,7/10/2009,18,30,37,41,44,50,0,26,3005,0,"56589,75","699,46"
1116,10/10/2009,4,9,13,17,20,47,1,259,14186,"14545870,49","7153,85","186,58"
1117,14/10/2009,1,6,17,27,35,40,0,36,3143,0,"26269,86","429,85"
1118,17/10/2009,8,20,21,43,44,55,0,30,2965,0,"44640,5","645,24"
1119,21/10/2009,10,34,41,44,45,54,0,22,2684,0,"61156,09","716,11"
1120,24/10/2009,7,35,40,44,50,55,0,63,4116,0,"30741,97","672,2"
1121,28/10/2009,4,17,18,54,56,59,1,94,6105,"22023474,44","21458,13","471,99"
1122,31/10/2009,26,44,46,49,55,56,0,20,2425,0,"56270,34","662,97"
1123,4/11/2009,4,14,19,39,45,60,0,51,3386,0,"20674,9","444,86"
1124,7/11/2009,7,11,16,18,33,49,0,122,7528,0,"12110,47","280,37"
1125,11/11/2009,3,7,29,33,42,56,1,263,11744,"19093732,19","7314,59",234
1126,14/11/2009,4,31,42,52,57,59,0,21,2186,0,"55019,03","755,06"
1127,18/11/2009,5,8,14,24,29,30,3,152,7135,"1463875,35","8083,07","245,99"
1128,21/11/2009,8,16,24,39,52,60,1,43,3389,"1903809,92","24034,81","435,65"
1129,25/11/2009,12,17,19,32,47,55,0,75,4068,0,"12933,06","340,63"
1130,28/11/2009,5,18,23,32,49,54,0,279,9245,0,"5751,46","247,95"
1131,2/12/2009,1,8,16,34,36,49,0,119,7753,0,"16728,24","366,8"
1132,5/12/2009,12,27,30,33,52,55,0,104,7799,0,"21594,12","411,36"
1133,9/12/2009,5,10,16,21,39,58,1,111,8648,"23878446,59","19679,6","360,84"
1134,12/12/2009,9,22,29,36,51,56,0,53,3770,0,"23806,49","478,11"
1135,16/12/2009,4,5,6,19,23,39,1,127,9233,"16270571,71","13646,69","268,15"
1136,19/12/2009,7,31,32,34,37,43,0,41,4242,0,"30316,49","418,59"
1137,22/12/2009,19,21,25,28,43,50,0,33,2763,0,"25712,12","438,7"
1138,24/12/2009,2,4,15,18,25,36,0,118,6796,0,"9499,16","235,62"
1139,26/12/2009,9,28,31,36,37,42,0,25,2049,0,"31748,14","553,37"
1140,31/12/2009,10,27,40,46,49,58,2,734,55988,"72450747,46","34724,23","650,33"
1141,2/1/2010,9,37,40,50,58,60,0,6,683,0,"54748,35","687,07"
1142,6/1/2010,3,15,26,28,31,58,0,66,3640,0,"15347,72","397,54"
1143,9/1/2010,3,30,35,44,47,60,0,52,3686,0,"24432,56","492,4"
1144,13/01/2010,1,10,18,19,44,49,0,92,6105,0,"14090,42","303,33"
1145,16/01/2010,3,16,19,24,33,60,1,129,8734,"14836725,73","13095,79","276,31"
1146,20/01/2010,6,10,28,33,34,53,0,53,3641,0,"18010,8","374,53"
1147,23/01/2010,6,23,31,33,39,52,0,30,3040,0,"40732,25","574,23"
1148,27/01/2010,27,28,29,32,48,55,0,37,3792,0,"33116,63","461,61"
1149,30/01/2010,7,8,23,36,46,54,0,91,6998,0,"16567,3","307,76"
1150,3/2/2010,15,17,28,31,35,52,0,58,5033,0,"30422,46","500,83"
1151,6/2/2010,1,4,14,21,25,51,0,101,7455,0,"20457,88","395,94"
1152,10/2/2010,14,20,29,36,44,47,0,99,6884,0,"21940,52","450,75"
1153,13/02/2010,6,17,19,34,46,55,0,148,9655,0,"16706,38","365,84"
1154,17/02/2010,4,12,14,21,26,28,0,141,8206,0,"10837,51","266,02"
1155,20/02/2010,20,28,40,41,51,58,0,76,6061,0,"47668,53","853,89"
1156,24/02/2010,9,24,31,44,48,49,0,210,15420,0,"21432,57","416,97"
1157,27/02/2010,9,29,41,43,46,49,4,248,19079,"18179694,01","24207,8","449,52"
1158,3/3/2010,23,30,31,54,55,60,0,38,2442,0,"33658,71","748,23"
1159,6/3/2010,5,6,34,46,53,55,0,72,7628,0,"23949,93","322,94"
1160,10/3/2010,1,3,5,18,40,48,1,118,10504,"29887804,73","20792,97","333,69"
1161,13/03/2010,4,7,42,47,48,51,0,43,4214,0,"30752,91","448,29"
1162,17/03/2010,18,22,25,30,31,41,0,43,3308,0,"32527,61","604,02"
1163,20/03/2010,5,17,31,47,51,53,0,72,6107,0,"23479,92","395,46"
1164,24/03/2010,6,14,17,26,40,49,0,56,5145,0,"30323,49","471,5"
1165,27/03/2010,20,40,42,52,54,60,0,70,3923,0,"31855,07",812
1166,31/03/2010,22,28,30,31,35,54,0,86,6211,0,27930,"552,47"
1167,3/4/2010,20,28,43,51,52,56,0,44,4342,0,"52834,93","764,86"
1168,7/4/2010,4,5,20,47,53,56,0,97,8380,0,"30457,03","503,63"
1169,10/4/2010,1,11,14,23,42,48,1,179,12185,"46206248,49","20559,27","431,45"
1170,14/04/2010,11,13,27,34,46,49,1,228,10746,"19095125,12","7995,63","242,34"
1171,17/04/2010,3,10,13,30,41,57,0,79,5610,0,"16796,08","337,88"
1172,20/04/2010,6,12,28,43,52,56,0,90,6438,0,"12059,64","240,83"
1173,24/04/2010,5,7,24,25,36,47,0,140,9619,0,"11754,52","244,4"
1174,28/04/2010,6,7,39,47,51,52,0,38,4174,0,"44358,87","576,91"
1175,30/04/2010,2,3,12,16,37,47,0,77,6958,0,"23254,42","367,63"
1176,5/5/2010,11,14,21,30,33,49,0,102,7379,0,"23255,21","459,22"
1177,8/5/2010,33,38,47,50,52,55,1,78,6269,"32015488,03","34840,8","619,27"
1178,12/5/2010,1,22,30,45,50,53,0,27,2330,0,"42621,06","705,56"
1179,15/05/2010,5,22,28,47,59,60,0,99,5765,0,"15119,91","370,92"
1180,19/05/2010,12,30,34,44,57,60,0,70,5176,0,"27747,38","536,07"
1181,22/05/2010,18,20,26,31,44,45,0,67,5964,0,"35528,46","570,18"
1182,26/05/2010,2,4,29,52,56,60,0,82,7157,0,"29243,72","478,64"
1183,29/05/2010,5,10,12,20,29,37,4,545,21948,"8393631,32","5264,03","186,73"
1184,2/6/2010,4,9,23,27,28,30,0,134,7342,0,"8850,14","230,75"
1185,5/6/2010,2,10,21,35,43,54,0,96,5571,0,"17861,3","439,69"
1186,9/6/2010,7,8,12,13,15,41,1,196,12126,"21726964,78","10820,67","249,85"
1187,12/6/2010,8,17,19,40,43,49,0,42,4013,0,"29259,35","437,46"
1188,16/06/2010,9,20,44,52,59,60,0,32,3164,0,"37874,46","547,21"
1189,19/06/2010,14,21,27,31,35,50,0,44,4064,0,"34335,73","531,06"
1190,23/06/2010,10,11,19,37,53,56,2,146,7261,"9806336,06","12331,72","354,22"
1191,26/06/2010,3,11,16,22,25,33,0,138,6525,0,"7708,45","232,89"
1192,30/06/2010,17,20,49,52,57,59,0,34,2691,0,"33493,09","604,53"
1193,3/7/2010,2,9,12,14,32,54,0,72,5845,0,"18268,32","321,47"
1194,7/7/2010,6,13,24,41,50,53,0,54,4511,0,"27420,66","468,92"
1195,10/7/2010,17,20,26,27,55,57,1,63,4448,"20642817,77","30696,54","621,1"
1196,14/07/2010,3,6,19,20,58,60,0,85,5086,0,"12208,59","291,48"
1197,17/07/2010,36,37,39,49,54,60,0,35,2662,0,"37329,11","701,14"
1198,21/07/2010,22,29,36,41,48,58,0,52,3708,0,"26438,48","529,66"
1199,24/07/2010,16,19,23,28,39,58,0,71,5692,0,"22554,66","401,91"
1200,28/07/2010,3,10,11,39,54,56,1,91,6489,"21815376,29","21564,27","432,01"
1201,31/07/2010,28,32,36,49,55,60,0,67,3425,0,"16653,27","465,38"
1202,4/8/2010,8,9,11,48,53,60,0,63,4195,0,"19441,55","417,1"
1203,7/8/2010,7,9,30,33,38,55,0,99,6138,0,"14840,8","341,95"
1204,11/8/2010,5,10,25,39,43,52,0,95,6613,0,"16192,71","332,31"
1205,14/08/2010,4,13,14,26,29,35,0,141,9645,0,"15034,23","313,97"
1206,18/08/2010,2,6,11,36,37,48,0,112,8526,0,"20172,5","378,55"
1207,21/08/2010,9,11,22,32,35,56,0,108,8377,0,"24942,19","459,37"
1208,25/08/2010,1,12,20,26,45,54,0,125,9464,0,"24276,47","458,06"
1209,28/08/2010,5,14,17,30,35,38,0,251,16146,0,"14955,49","332,13"
1210,1/9/2010,3,7,9,10,31,34,0,993,57447,0,"7346,2","181,4"
1211,4/9/2010,3,15,31,36,48,54,7,981,44163,"13217564,89","10616,29","336,88"
1212,8/9/2010,2,23,33,35,40,50,0,28,2326,0,"38564,29","663,18"
1213,11/9/2010,3,11,26,34,45,53,0,111,6156,0,"14827,5","381,93"
1214,15/09/2010,5,29,30,36,41,48,0,87,6593,0,"20055,78","378,07"
1215,18/09/2010,10,25,30,47,50,51,0,144,10052,0,"21544,81","440,91"
1216,22/09/2010,4,7,13,25,27,58,0,555,26524,0,"6029,59","180,23"
1217,25/09/2010,5,11,15,28,43,50,0,266,16184,0,"15239,05","357,81"
1218,29/09/2010,10,23,29,31,33,46,0,211,17290,0,"23992,46","418,27"
1219,2/10/2010,2,33,34,37,41,53,0,220,17919,0,"28644,89","502,4"
1220,6/10/2010,5,15,43,48,52,55,1,377,30478,"119142144,27","28258,54","499,35"
1221,9/10/2010,5,14,37,43,46,58,0,102,5864,0,"15007,28","372,91"
1222,13/10/2010,5,8,19,26,48,57,0,121,7404,0,"11735,29","273,97"
1223,16/10/2010,15,17,35,42,47,48,0,358,9411,0,"5816,15","316,07"
1224,20/10/2010,19,21,27,41,53,57,1,124,6867,"13344577,42","17833,09","460,02"
1225,23/10/2010,31,32,34,40,50,55,1,36,3825,"24970852,82","64045,66","861,11"
1226,27/10/2010,10,31,40,50,55,56,0,57,9917,0,"22714,31","186,5"
1227,30/10/2010,4,28,30,31,35,54,1,463,5301,"5445377,96","3588,23","447,71"
1228,3/11/2010,10,23,36,50,52,60,0,43,3050,0,"24741,5","498,3"
1229,6/11/2010,12,30,32,40,49,60,0,42,2827,0,"38879,24","825,16"
1230,10/11/2010,9,12,19,22,35,37,0,110,9272,0,"18549,8","314,38"
1231,13/11/2010,5,20,23,27,39,49,1,161,9961,"22383261,66","14975,94","345,79"
1232,17/11/2010,8,11,12,15,18,22,0,161,7374,0,"6658,4","207,68"
1233,20/11/2010,22,29,32,49,54,59,0,33,3057,0,"43459,53","670,2"
1234,24/11/2010,3,5,19,24,30,35,0,120,9102,0,"12853,8","242,09"
1235,27/11/2010,10,16,20,26,49,55,0,83,6028,0,"25186,56","495,42"
1236,1/12/2010,3,8,17,20,38,53,0,136,9270,0,"16352,7","342,72"
1237,4/12/2010,5,18,21,26,39,59,1,132,9303,"30150521,09","20161,75","408,67"
1238,8/12/2010,13,14,24,39,40,45,0,41,3065,0,"28938,22",553
1239,11/12/2010,1,15,37,39,48,52,0,57,3794,0,"27226,64","584,35"
1240,15/12/2010,8,9,12,22,42,49,0,123,8257,0,"15840,7","337,1"
1241,18/12/2010,10,13,25,26,28,45,0,181,12556,0,"12479,72",257
1242,20/12/2010,11,34,45,48,51,54,0,19,2046,0,"46855,32","621,59"
1243,22/12/2010,9,19,23,29,32,57,0,139,8401,0,"15365,51","363,18"
1244,24/12/2010,2,8,15,25,34,45,0,124,9080,0,"16432,85","320,59"
1245,31/12/2010,2,10,34,37,43,50,4,1561,94921,"48598800,01","17722,09","416,34"
1246,5/1/2011,10,37,40,43,57,59,0,46,3939,0,"25351,73","422,94"
1247,8/1/2011,3,9,11,24,36,51,0,164,9543,0,"9098,41","223,37"
1248,12/1/2011,20,33,34,57,58,60,0,86,3832,0,"18318,69","587,31"
1249,15/01/2011,3,8,36,40,51,53,1,103,5887,"11177972,67","17808,9","445,12"
1250,19/01/2011,1,2,24,40,51,59,0,61,4394,0,"23819,88","472,4"
1251,22/01/2011,5,27,34,46,48,52,0,261,9795,0,"6814,23","259,39"
1252,26/01/2011,2,14,35,39,49,51,0,67,4975,0,"26937,47","518,25"
1253,29/01/2011,2,17,23,43,44,51,0,99,7284,0,"19092,84","370,71"
1254,2/2/2011,7,9,14,18,29,39,0,142,9454,0,"15443,85","331,38"
1255,5/2/2011,5,23,38,39,51,54,0,155,11485,0,"18671,52","359,98"
1256,9/2/2011,26,33,35,38,43,53,0,121,8843,0,"26009,88","508,42"
1257,12/2/2011,2,15,26,27,30,52,2,154,11765,"26211767,61","24358,21","455,48"
1258,16/02/2011,11,26,47,55,57,59,0,27,2688,0,"45045,03","646,37"
1259,19/02/2011,4,6,39,46,54,58,0,74,5240,0,"21208,42","427,86"
1260,23/02/2011,19,23,29,31,41,53,0,70,5798,0,"30497,83",526
1261,26/02/2011,10,14,22,41,42,53,0,78,6490,0,"32348,2","555,39"
1262,2/3/2011,5,7,8,9,11,39,2,440,25528,"16677746,77","6266,81","154,3"
1263,5/3/2011,4,18,26,36,41,53,0,79,4180,0,"17195,98","464,27"
1264,9/3/2011,4,17,36,37,51,56,0,29,2583,0,"29003,13","465,17"
1265,12/3/2011,13,19,24,46,50,60,0,97,7669,0,"21519,92","388,84"
1266,16/03/2011,6,10,33,39,42,60,0,106,8019,0,"21310,49","402,42"
1267,19/03/2011,4,20,30,41,47,58,0,56,5172,0,"45560,13","704,71"
1268,23/03/2011,3,16,17,44,53,60,0,123,8836,0,"22695,13","451,31"
1269,26/03/2011,4,5,15,17,27,51,2,200,15111,"19413790,51","15726,72","297,35"
1270,30/03/2011,5,9,24,31,33,42,0,144,9186,0,"12262,67","274,61"
1271,2/4/2011,1,2,39,48,52,59,0,65,6281,0,"35889,76","530,58"
1272,6/4/2011,13,26,27,28,35,52,0,113,9626,0,"22189,35","372,11"
1273,9/4/2011,13,19,26,40,58,60,0,118,8910,0,"24927,21","471,6"
1274,13/04/2011,13,17,21,39,40,59,0,166,11088,0,19039,"407,19"
1275,16/04/2011,2,14,48,55,58,60,0,111,11630,0,"38847,41","529,67"
1276,20/04/2011,5,9,11,22,36,40,2,560,30367,"35704303,03","10159,62","267,64"
1277,23/04/2011,12,18,31,50,59,60,0,30,1783,0,"27463,17","660,11"
1278,27/04/2011,4,16,24,25,30,56,0,187,5455,0,"8408,7","411,79"
1279,30/04/2011,8,14,29,35,36,40,0,98,5880,0,"19541,91","465,28"
1280,4/5/2011,6,10,16,20,29,54,0,97,8585,0,"26209,43","423,04"
1281,7/5/2011,8,11,14,30,36,38,1,198,12813,"34943738,22","15752,77","347,75"
1282,11/5/2011,4,23,39,52,55,56,0,37,4203,0,"37341,85","469,61"
1283,14/05/2011,8,30,40,44,59,60,0,57,4333,0,"31085,32","584,17"
1284,18/05/2011,20,21,26,29,31,36,0,46,3353,0,"39040,47","765,14"
1285,21/05/2011,10,15,28,31,33,38,0,127,9744,0,"20125,56","374,72"
1286,25/05/2011,2,5,28,33,51,52,0,185,12297,0,"14780,11","317,65"
1287,28/05/2011,11,12,31,33,42,52,0,137,8177,0,"23204,42","555,39"
1288,1/6/2011,17,30,32,40,42,56,0,69,7350,0,"54770,01","734,52"
1289,4/6/2011,1,3,8,13,27,52,2,436,30724,"26440275,46","11099,09",225
1290,8/6/2011,2,3,14,23,34,50,0,93,7535,0,"24687,3","435,28"
1291,11/6/2011,18,40,47,54,57,58,0,49,5416,0,"57917,35","748,56"
1292,15/06/2011,9,11,23,30,31,54,0,128,10397,0,"22773,34","400,52"
1293,18/06/2011,1,13,24,40,44,50,0,163,11182,0,"20581,95","428,6"
1294,22/06/2011,4,6,29,48,50,51,0,148,10401,0,"25649,3","521,39"
1295,25/06/2011,2,5,15,20,43,57,1,314,20014,"73451540,26","13945,66","312,56"
1296,29/06/2011,10,14,43,46,49,53,0,48,3607,0,"27308,81","519,15"
1297,2/7/2011,2,5,11,13,56,59,0,100,9538,0,"17409,61","260,75"
1298,6/7/2011,14,15,30,53,55,60,1,38,4046,"9047534,6","48940,41","656,63"
1299,9/7/2011,8,22,32,43,53,56,0,35,3035,0,"40850,42","672,98"
1300,13/07/2011,43,44,46,53,54,59,2,58,3652,"9484391,42","36709,5","832,87"
1301,16/07/2011,3,16,23,25,51,56,1,74,5155,"2751015,4","20181,19","413,85"
1302,20/07/2011,2,10,15,44,56,57,0,63,5084,0,"20161,47","356,91"
1303,23/07/2011,8,19,46,51,52,54,0,40,3573,0,"40211,48","643,1"
1304,27/07/2011,7,14,15,20,23,35,0,79,7568,0,"21229,7","316,58"
1305,30/07/2011,3,5,11,36,44,46,0,136,9982,0,"16998,55","330,85"
1306,3/8/2011,6,19,22,34,43,45,0,167,10694,0,"14988,5","334,37"
1307,6/8/2011,7,10,32,43,47,54,1,153,11019,"32075789,45","18962,37","376,13"
